sampleId	popId	site	country	region	groupLabel	groupAge	flag	shapeA	colorA	latitude	longitude	callset	dataSource	age14C	ageHigh	ageLow	ageAverage	datingSource	coverage	sex	hgMT	gpAvg	ageRaw	clusterId	clusterIBDGlobal	clusterIBDFine
NEO917	NEO917	Vengerovo-2	Russia	NorthAsia	Siberia_Neolithic	Ancient	0	14	grey40	55.71	76.78	sg.impute	thisStudy	5269	5591	5334	5463	direct	3.701637104	XY	C4	0.99644	NA	3.1.2.1.3.8	Asia_45000BP_200BP	3.1_SteppeC_8300BP_3300BP
NEO918	NEO918	Vengerovo-2	Russia	NorthAsia	Siberia_Neolithic	Ancient	0	14	grey40	55.71	76.78	sg.impute	thisStudy	5255	5589	5331	5460	direct	0.1719407	XX	U2e2a	0.98461	NA	3.1.2.1.3.1	Asia_45000BP_200BP	3.1_SteppeC_8300BP_3300BP
NEO841	NEO841	Sosnovyiy Myis	Russia	NorthAsia	Siberia_Neolithic_Kitoi	Ancient	lowcov;lowGpAvg	14	grey40	58.75	102.63	sg.impute	thisStudy	6781	7291	7158	7225	direct	0.08450673	XX	A+152+16362+16189	0.97687	NA	NA	NA	NA
NEO843	NEO843	Sosnovyiy Myis	Russia	NorthAsia	Siberia_Neolithic_Kitoi	Ancient	0	14	grey40	58.75	102.63	sg.impute	thisStudy	6678	7174	6957	7066	direct	1.29843282	XX	R11	0.99521	NA	3.1.3.1.2.6	Asia_45000BP_200BP	3.1_Baikal_8000BP_6500BP
NEO199	NEO199	Fofonovo	Russia	NorthAsia	Siberia_Neolithic_Kitoi	Ancient	0	14	grey40	52.2	107	sg.impute	thisStudy	7011	7312	7030	7171	direct	0.608946131	XY	R11	0.9935	NA	3.1.3.1.2.2	Asia_45000BP_200BP	3.1_Baikal_8000BP_6500BP
NEO201	NEO201	Fofonovo	Russia	NorthAsia	Siberia_Neolithic_Kitoi	Ancient	1d_rel_NEO200	14	grey40	52.2	107	sg.impute	thisStudy	6883	7175	6898	7037	direct	0.676613281	XY	C4	0.99278	NA	NA	NA	NA
NEO200	NEO200	Fofonovo	Russia	NorthAsia	Siberia_Neolithic_Kitoi	Ancient	0	14	grey40	52.2	107	sg.impute	thisStudy	6833	7159	6884	7022	direct	0.714874454	XY	C4	0.9927	NA	3.1.3.1.2.2	Asia_45000BP_200BP	3.1_Baikal_8000BP_6500BP
NEO63	NEO63	Itkul'	Russia	NorthAsia	Siberia_Neolithic	Ancient	lowcov;lowGpAvg	14	grey40	52.72	84.68	sg.impute	thisStudy	6656	7163	6961	7062	direct	0.065534918	XY	A+152+16362	0.975	NA	NA	NA	NA
NEO64	NEO64	Itkul'	Russia	NorthAsia	Siberia_Neolithic	Ancient	0	14	grey40	52.72	84.68	sg.impute	thisStudy	5744	6179	5920	6050	direct	0.326452289	XY	R1b1	0.98984	NA	3.1.2.1.2.1.3	Asia_45000BP_200BP	3.1_SteppeC_8300BP_3300BP
NEO75	NEO75	Omskaya Stoyanka II	Russia	NorthAsia	Siberia_Neolithic_Sredneirtyshskaya	Ancient	0	14	grey40	54.97	73.37	sg.impute	thisStudy	6654	7166	6947	7057	direct	0.170675564	XY	T2d	0.98464	NA	3.1.2.1.1.1.5	Asia_45000BP_200BP	3.1_SteppeC_8300BP_3300BP
NEO78	NEO78	Omskaya Stoyanka II	Russia	NorthAsia	Siberia_Neolithic_Sredneirtyshskaya	Ancient	0	14	grey40	54.97	73.37	sg.impute	thisStudy	6560	7156	6756	6956	direct	1.063039503	XY	U4a1	0.99322	NA	3.1.2.1.1.1.6	Asia_45000BP_200BP	3.1_SteppeC_8300BP_3300BP
NEO67	NEO67	Ust'-Isha	Russia	NorthAsia	Siberia_Neolithic	Ancient	0	14	grey40	52.18	85.97	sg.impute	thisStudy	6640	7231	6884	7058	direct	0.31282332	XY	U5a2	0.98841	NA	3.1.2.1.2.1.1	Asia_45000BP_200BP	3.1_SteppeC_8300BP_3300BP
NEO229	NEO229	Ust'Belaya	Russia	NorthAsia	Siberia_Neolithic	Ancient	0	14	grey	53	103.7	sg.impute	Sikora_Nature_2019	5779	6727	6445	6586	direct	0.594266534	XX	D4b1a2	0.99343	4777-4495 calBCE (5779±60 BP, UBA-33759)	3.1.3.1.2.5	Asia_45000BP_200BP	3.1_Baikal_8000BP_6500BP
NEO292	NEO292	Dolgoe Ozero	Russia	NorthAsia	Siberia_Neolithic	Ancient	0	14	grey40	56.2	95.7	sg.impute	thisStudy	5448	6175	5896	6036	direct	1.197254384	XY	A+152+16362+16189	0.9945	NA	3.1.2.1.2.1.1	Asia_45000BP_200BP	3.1_SteppeC_8300BP_3300BP
NEO309	NEO309	Protoka	Russia	NorthAsia	Siberia_Neolithic	Ancient	0	14	grey40	56.53	76.67	sg.impute	thisStudy	5575	5911	5741	5826	direct	2.27524926	XY	A10	0.9942	NA	3.1.2.1.3.2	Asia_45000BP_200BP	3.1_SteppeC_8300BP_3300BP
NEO102	NEO102	Afontova Gora	Russia	NorthAsia	Siberia_Neolithic	Ancient	contContamix5pct;lowcov;lowGpAvg	14	grey40	56.02	92.87	sg.impute	thisStudy	5280	5895	5664	5780	direct	0.047180452	XY	U2e1h	0.96638	NA	NA	NA	NA
NEO83	NEO83	Borovjanka XVII	Russia	NorthAsia	Siberia_Neolithic	Ancient	0	14	grey40	55.73	74.29	sg.impute	thisStudy	5433	5734	5598	5666	direct	1.294101074	XY	U4a	0.99432	NA	3.1.2.1.1.2.3	Asia_45000BP_200BP	3.1_SteppeC_8300BP_3300BP
DA342	DA342	Ust'-Ida	Russia	NorthAsia	Siberia_Neolithic_Isakovo	Ancient	0	14	grey	53.19	103.37	sg.impute	Damgaard_Science_2018	4880	5745	5474	5609.5	direct	1.778939466	XX	R1b1	0.99415	3795-3524 calBCE (4880±60 BP)	3.1.5.3.1	Asia_45000BP_200BP	3.1_Baikal_5600BP_4000BP
DA344	DA344	Ust'-Ida	Russia	NorthAsia	Siberia_Neolithic_Isakovo	Ancient	0	14	grey	53.19	103.37	sg.impute	Damgaard_Science_2018	4860	5892	5323	5607.5	direct	0.22177974	XX	A+152+16362	0.98801	3942-3373 calBCE (4860±110 BP)	3.1.5.3.2	Asia_45000BP_200BP	3.1_Baikal_5600BP_4000BP
DA355	DA355	Ust'-Ida	Russia	NorthAsia	Siberia_Neolithic_Isakovo	Ancient	0	14	grey	53.19	103.37	sg.impute	Damgaard_Science_2018	4750	5601	5321	5461	direct	0.447010082	XY	A2	0.98834	3651-3371 calBCE (4750±70 BP)	3.1.5.3.4	Asia_45000BP_200BP	3.1_Baikal_5600BP_4000BP
DA345	DA345	Ust'-Ida	Russia	NorthAsia	Siberia_Neolithic_Isakovo	Ancient	0	14	grey	53.19	103.37	sg.impute	Damgaard_Science_2018	4730	5591	5320	5455.5	direct	1.070677283	XY	D4j	0.99447	3641-3370 calBCE (4730±70 BP)	3.1.5.3.3	Asia_45000BP_200BP	3.1_Baikal_5600BP_4000BP
RISE507	RISE507	River Kuyum	Russia	NorthAsia	Siberia_BronzeAge_Afanasievo	Ancient	0	14	grey	51.5	85.97	sg.impute	Allentoft_2015_Nature	4423	5281	4873	5077	direct	0.379825301	XX	U5a1a1	0.99249	3331-2923 calBCE [3322-2923 calBCE (4423±29 BP, OxA-31219), 3331-2935 calBCE (4442±29 BP, OxA-31220)]	1.2.3.1.4	Eurasia_5000BP_200BP	1.2_Steppe_5000BP_4300BP
NEO68	NEO68	Okunevo 5	Russia	NorthAsia	Siberia_BronzeAge_Okunevo	Ancient	lowcov;lowGpAvg	14	grey40	56.44	74.91	sg.impute	thisStudy	4555	4966	4831	4899	direct	0.079293251	XX	D4j	0.97538	NA	NA	NA	NA
NEO77	NEO77	Okunevo 5	Russia	NorthAsia	Siberia_BronzeAge_Okunevo	Ancient	contSchmutzi5pct;contContamix5pct;contX5pct;lowGpAvg	14	grey40	56.44	74.91	sg.impute	thisStudy	4698	4845	4624	4735	direct	0.165637547	XY	C4+152	0.97937	NA	NA	NA	NA
NEO79	NEO79	Okunevo 7	Russia	NorthAsia	Siberia_BronzeAge_Okunevo	Ancient	0	14	grey40	53.1	90.2	sg.impute	thisStudy	4591	4821	4441	4631	direct	0.577202425	XX	U2e1'2'3	0.99139	NA	3.1.2.1.3.3	Asia_45000BP_200BP	3.1_SteppeC_8300BP_3300BP
NEO230	NEO230	Ust'Belaya	Russia	NorthAsia	Siberia_BronzeAge	Ancient	0	14	grey	53	103.7	sg.impute	Sikora_Nature_2019	4298	4971	4826	4898.5	direct	0.52189376	XX	C4	0.99281	3021-2876 calBCE (4298±39 BP, UBA-33760)	3.1.5.1.1.5	Asia_45000BP_200BP	3.1_Baikal_5600BP_4000BP
NEO232	NEO232	Ust'Belaya	Russia	NorthAsia	Siberia_BronzeAge	Ancient	0	14	grey	53	103.7	sg.impute	Sikora_Nature_2019	4259	4957	4648	4802.5	direct	1.117802774	XY	C4a1a3	0.99514	3007-2698 calBCE (4259±38 BP, UBA-33762)	3.1.5.1.1.7	Asia_45000BP_200BP	3.1_Baikal_5600BP_4000BP
NEO231	NEO231	Ust'Belaya	Russia	NorthAsia	Siberia_BronzeAge	Ancient	0	14	grey	53	103.7	sg.impute	Sikora_Nature_2019	4160	4831	4575	4703	direct	0.501212615	XX	F1b1b	0.99248	2881-2625 calBCE (4160±37 BP, UBA-33761)	3.1.5.1.1.6	Asia_45000BP_200BP	3.1_Baikal_5600BP_4000BP
NEO298	NEO298	Ust'Belaya	Russia	NorthAsia	Siberia_BronzeAge	Ancient	0	14	grey	53	103.7	sg.impute	Sikora_Nature_2019	4060	4802	4426	4614	direct	1.868845362	XX	D4j1	0.99576	2852-2476 calBCE (4060±38 BP, UBA-33769)	3.1.5.1.1.8	Asia_45000BP_200BP	3.1_Baikal_5600BP_4000BP
NEO80	NEO80	Borovjanka XVII	Russia	NorthAsia	Siberia_BronzeAge	Ancient	0	14	grey40	55.73	74.29	sg.impute	thisStudy	4757	4969	4621	4795	direct	0.486251356	XX	C	0.99018	NA	3.1.2.1.3.4	Asia_45000BP_200BP	3.1_SteppeC_8300BP_3300BP
NEO65	NEO65	Itkul'	Russia	NorthAsia	Siberia_BronzeAge	Ancient	0	14	grey40	52.72	84.68	sg.impute	thisStudy	4516	4877	4709	4793	direct	1.427496322	XY	A8a1	0.99421	NA	3.1.2.1.2.1.4	Asia_45000BP_200BP	3.1_SteppeC_8300BP_3300BP
RISE511	RISE511	Middle Yenisei region, Afanasieva Gora	Russia	NorthAsia	Siberia_BronzeAge_Afanasievo	Ancient	0	14	grey	54.36	90.92	sg.impute	Allentoft_Nature_2015	4224	4859	4629	4744	direct	5.20403929	XX	J2a2a	0.99793	2909-2679 calBCE (4224±36 BP, OxA-31568)	1.2.3.1.7	Eurasia_5000BP_200BP	1.2_Steppe_5000BP_4300BP
RISE509	RISE509	Middle Yenisei region, Afanasieva Gora	Russia	NorthAsia	Siberia_BronzeAge_Afanasievo	Ancient	0	14	grey	54.36	90.92	sg.impute	Allentoft_Nature_2015	4186	4837	4627	4732	direct	4.52834127	XX	T2c1a2	0.99771	2887-2677 calBCE (4186±27 BP, OxA-31221)	1.2.3.1.5	Eurasia_5000BP_200BP	1.2_Steppe_5000BP_4300BP
RISE510	RISE510	Middle Yenisei region, Afanasieva Gora	Russia	NorthAsia	Siberia_BronzeAge_Afanasievo	Ancient	0	14	grey	54.36	90.92	sg.impute	Allentoft_Nature_2015	4040	4801	4418	4609.5	direct	0.195143812	XX	J2a2a	0.98858	2851-2468 calBCE (4040±45 BP, OxA-31222)	1.2.3.1.6	Eurasia_5000BP_200BP	1.2_Steppe_5000BP_4300BP
DA358	DA358	Kurma XI	Russia	NorthAsia	Siberia_BronzeAge_Glazkovo	Ancient	0	14	grey	53.18	106.96	sg.impute	Damgaard_Science_2018	4169	4831	4588	4709.5	direct	0.923853583	XX	F1b	0.99377	2881-2638 calBCE (4169±27 BP)	3.1.5.1.1.3	Asia_45000BP_200BP	3.1_Baikal_5600BP_4000BP
DA360	DA360	Kurma XI	Russia	NorthAsia	Siberia_BronzeAge_Glazkovo	Ancient	0	14	grey	53.18	106.96	sg.impute	Damgaard_Science_2018	4158	4829	4583	4706	direct	0.313139673	XX	F1b	0.98983	2879-2633 calBCE (4158±28 BP)	3.1.5.1.1.4	Asia_45000BP_200BP	3.1_Baikal_5600BP_4000BP
DA354	DA354	Kurma XI	Russia	NorthAsia	Siberia_BronzeAge_Glazkovo	Ancient	0	14	grey	53.18	106.96	sg.impute	Damgaard_Science_2018	4078	4806	4445	4625.5	direct	0.222643795	XY	D4	0.98655	2856-2495 calBCE (4078±30 BP)	3.1.5.1.1.2	Asia_45000BP_200BP	3.1_Baikal_5600BP_4000BP
RISE675	RISE675	Uybat V	Russia	NorthAsia	Siberia_BronzeAge_Okunevo	Ancient	0	14	grey	53.71	90.36	sg.impute	Damgaard_Science_2018	4023	4809	4300	4555	direct	0.541921516	XY	D4+195	0.99311	2859-2350 calBCE (4023±56 BP, UBA-31597)	3.1.2.2.1.1.1	Asia_45000BP_200BP	3.1_Okunev_4500BP_4000BP
RISE680	RISE680	Uybat V	Russia	NorthAsia	Siberia_BronzeAge_Okunevo	Ancient	0	14	grey	53.71	90.36	sg.impute	Damgaard_Science_2018	NA	4850	3750	4300	context	1.524507582	XX	A+152+16362	0.99486	2900-1800 BCE	3.1.2.2.1.3	Asia_45000BP_200BP	3.1_Okunev_4500BP_4000BP
RISE681	RISE681	Uybat V	Russia	NorthAsia	Siberia_BronzeAge_Okunevo	Ancient	0	14	grey	53.71	90.36	sg.impute	Damgaard_Science_2018	NA	4850	3750	4300	context	0.544891405	XX	A8a1	0.99141	2900-1800 BCE	3.1.2.2.1.1.3	Asia_45000BP_200BP	3.1_Okunev_4500BP_4000BP
RISE685	RISE685	Uybat V	Russia	NorthAsia	Siberia_BronzeAge_Okunevo	Ancient	0	14	grey	53.71	90.36	sg.impute	Damgaard_Science_2018	NA	4850	3750	4300	context	1.346118823	XX	C5c	0.99502	2900-1800 BCE	3.1.2.2.1.1.5	Asia_45000BP_200BP	3.1_Okunev_4500BP_4000BP
RISE684	RISE684	Uybat V	Russia	NorthAsia	Siberia_BronzeAge_Okunevo	Ancient	0	14	grey	53.71	90.36	sg.impute	Damgaard_Science_2018	3830	4414	4091	4252.5	direct	0.53762867	XX	C5c	0.9918	2464-2141 calBCE (3830±55 BP, UBA-31598)	3.1.2.2.1.1.4	Asia_45000BP_200BP	3.1_Okunev_4500BP_4000BP
RISE683	RISE683	Uybat V	Russia	NorthAsia	Siberia_BronzeAge_Okunevo	Ancient	0	14	grey	53.71	90.36	sg.impute	Damgaard_Science_2018	3646	4088	3865	3976.5	direct	2.050416981	XY	H15b1	0.99337	2138-1915 calBCE (3646±40 BP, UBA-31594)	3.1.2.2.1.3	Asia_45000BP_200BP	3.1_Okunev_4500BP_4000BP
RISE677	RISE677	Uybat III	Russia	NorthAsia	Siberia_BronzeAge_Okunevo	Ancient	0	14	grey	53.71	90.36	sg.impute	Damgaard_Science_2018	3961	4781	4183	4482	direct	0.28258095	XX	A8a1	0.98944	2831-2233 calBCE (3961±62 BP, UBA-31599)	3.1.2.2.1.1.2	Asia_45000BP_200BP	3.1_Okunev_4500BP_4000BP
RISE718	RISE718	Syda 5, Tumen	Russia	NorthAsia	Siberia_BronzeAge_Okunevo	Ancient	0	14	grey	54.37	91.51	sg.impute	Damgaard_Science_2018	3964	4523	4298	4410.5	direct	0.834926502	XY	C5c	0.99372	2573-2348 calBCE (3964±31 BP, UBA-31600)	3.1.2.2.1.1.6	Asia_45000BP_200BP	3.1_Okunev_4500BP_4000BP
RISE719	RISE719	Syda 5, Tumen	Russia	NorthAsia	Siberia_BronzeAge_Okunevo	Ancient	0	14	grey	54.37	91.51	sg.impute	Damgaard_Science_2018	NA	4850	3750	4300	context	0.644411653	XY	C5c	0.99431	2900-1800 BCE	3.1.2.2.1.1.7	Asia_45000BP_200BP	3.1_Okunev_4500BP_4000BP
RISE667	RISE667	Verkhni Askiz	Russia	NorthAsia	Siberia_BronzeAge_Okunevo	Ancient	0	14	grey	53.16	90.21	sg.impute	Damgaard_Science_2018	NA	4850	3750	4300	context	0.213421759	XX	A8a	0.98672	2900-1800 BCE	3.1.2.2.2.3	Asia_45000BP_200BP	3.1_Okunev_4500BP_4000BP
RISE671	RISE671	Verkhni Askiz	Russia	NorthAsia	Siberia_BronzeAge_Okunevo	Ancient	0	14	grey	53.16	90.21	sg.impute	Damgaard_Science_2018	NA	4850	3750	4300	context	0.328390942	XX	H6a1b	0.98977	2900-1800 BCE	3.1.2.2.2.4	Asia_45000BP_200BP	3.1_Okunev_4500BP_4000BP
RISE672	RISE672	Verkhni Askiz	Russia	NorthAsia	Siberia_BronzeAge_Okunevo	Ancient	0	14	grey	53.16	90.21	sg.impute	Damgaard_Science_2018	NA	4850	3750	4300	context	1.294497367	XY	H6a1b	0.9952	2900-1800 BCE	3.1.2.2.2.5	Asia_45000BP_200BP	3.1_Okunev_4500BP_4000BP
RISE673	RISE673	Verkhni Askiz	Russia	NorthAsia	Siberia_BronzeAge_Okunevo	Ancient	1d_rel_RISE515	14	grey	53.16	90.21	sg.impute	Damgaard_Science_2018	NA	4850	3750	4300	context	0.129408825	XY	A8a	0.98427	2900-1800 BCE	NA	NA	NA
RISE515	RISE515	Verkhni Askiz	Russia	NorthAsia	Siberia_BronzeAge_Okunevo	Ancient	0	14	grey	53.16	90.21	sg.impute	Damgaard_Science_2018	3810	4290	4095	4192.5	direct	0.602842304	XX	A8a	0.99295	2340-2145 calBCE (3810±25 BP, UCIAMS-147669)	3.1.2.2.2.2	Asia_45000BP_200BP	3.1_Okunev_4500BP_4000BP
RISE674	RISE674	Verkhni Askiz	Russia	NorthAsia	Siberia_BronzeAge_Okunevo	Ancient	0	14	grey	53.16	90.21	sg.impute	Damgaard_Science_2018	3719	4231	3926	4078.5	direct	2.765468044	XY	A+152+16362	0.99565	2281-1976 calBCE (3719±46 BP, UBA-31596)	3.1.2.2.2.1	Asia_45000BP_200BP	3.1_Okunev_4500BP_4000BP
RISE516	RISE516	Verkhni Askiz	Russia	NorthAsia	Siberia_BronzeAge_Okunevo	Ancient	1d_rel_RISE672	14	grey	53.16	90.21	sg.impute	Damgaard_Science_2018	3725	4151	3986	4068.5	direct	0.963930838	XX	H6a1b	0.99262	2201-2036 calBCE (3725±25 BP, UCIAMS-147668)	NA	NA	NA
RISE670	RISE670	Verkhni Askiz	Russia	NorthAsia	Siberia_BronzeAge_Okunevo	Ancient	0	14	grey	53.16	90.21	sg.impute	Damgaard_Science_2018	3635	4091	3835	3963	direct	0.703243707	XY	A8a	0.99288	2141-1885 calBCE (3635±50 BP, UBA-31595)	3.1.2.2.2.1	Asia_45000BP_200BP	3.1_Okunev_4500BP_4000BP
DA337	DA337	Shamanka II	Russia	NorthAsia	Siberia_BronzeAge_Glazkovo	Ancient	0	14	grey	51.7	103.7	sg.impute	Damgaard_Science_2018	3886	4412	4249	4330.5	direct	1.197353602	XY	C4a1a3	0.99481	2462-2299 calBCE (3886±21 BP)	3.1.5.2.4	Asia_45000BP_200BP	3.1_Baikal_5600BP_4000BP
DA338	DA338	Shamanka II	Russia	NorthAsia	Siberia_BronzeAge_Glazkovo	Ancient	1d_rel_DA336	14	grey	51.7	103.7	sg.impute	Damgaard_Science_2018	NA	4450	3950	4200	context	0.454019408	XY	C4a2a1	0.99118	2500-2000 BCE	NA	NA	NA
DA336	DA336	Shamanka II	Russia	NorthAsia	Siberia_BronzeAge_Glazkovo	Ancient	0	14	grey	51.7	103.7	sg.impute	Damgaard_Science_2018	NA	4450	3950	4200	context	0.712744612	XY	C4a2a1	0.99375	2500-2000 BCE	3.1.5.2.3	Asia_45000BP_200BP	3.1_Baikal_5600BP_4000BP
DA335	DA335	Shamanka II	Russia	NorthAsia	Siberia_BronzeAge_Glazkovo	Ancient	1d_rel_DA334	14	grey	51.7	103.7	sg.impute	Damgaard_Science_2018	NA	4450	3950	4200	context	0.506620128	XY	F1b1b	0.99142	2500-2000 BCE	NA	NA	NA
DA334	DA334	Shamanka II	Russia	NorthAsia	Siberia_BronzeAge_Glazkovo	Ancient	0	14	grey	51.7	103.7	sg.impute	Damgaard_Science_2018	3764	4231	4011	4121	direct	0.554419121	XY	C4a2a1	0.9929	2281-2061 calBCE (3764±20 BP)	3.1.5.2.1	Asia_45000BP_200BP	3.1_Baikal_5600BP_4000BP
DA339	DA339	Shamanka II	Russia	NorthAsia	Siberia_BronzeAge_Glazkovo	Ancient	0	14	grey	51.7	103.7	sg.impute	Damgaard_Science_2018	3700	4149	3930	4040	direct	0.322365621	XY	G2a1	0.9903	2199-1980 calBCE (3700±33 BP)	3.1.5.2.1	Asia_45000BP_200BP	3.1_Baikal_5600BP_4000BP
DA343	DA343	UID_1989.019	Russia	NorthAsia	Siberia_BronzeAge_Glazkovo	Ancient	0	14	grey	53.19	103.37	sg.impute	Damgaard_2018_Nature	NA	4597	3726	4161.5	context	0.651346051	XY	NA	0.99292	4597-3726	3.1.5.1.1.1	Asia_45000BP_200BP	3.1_Baikal_5600BP_4000BP
DA353	DA353	UID_1989.029	Russia	NorthAsia	Siberia_BronzeAge_Glazkovo	Ancient	0	14	grey	53.19	103.37	sg.impute	Damgaard_2018_Nature	NA	4597	3726	4161.5	context	0.177320005	XY	NA	0.9839	4597-3726	3.1.5.1.2	Asia_45000BP_200BP	3.1_Baikal_5600BP_4000BP
DA361	DA361	UID_1993.045	Russia	NorthAsia	Siberia_BronzeAge_Glazkovo	Ancient	0	14	grey	53.19	103.37	sg.impute	Damgaard_2018_Nature	NA	4597	3726	4161.5	context	0.611991371	XY	NA	0.99236	4597-3726	3.1.5.1.2	Asia_45000BP_200BP	3.1_Baikal_5600BP_4000BP
DA356	DA356	UID_1994.048	Russia	NorthAsia	Siberia_BronzeAge_Glazkovo	Ancient	0	14	grey	53.19	103.37	sg.impute	Damgaard_2018_Nature	NA	4597	3726	4161.5	context	0.435986055	XY	NA	0.99143	4597-3726	3.1.5.2.5	Asia_45000BP_200BP	3.1_Baikal_5600BP_4000BP
RISE664	RISE664	Okunev Ulus	Russia	NorthAsia	Siberia_BronzeAge_Okunevo	Ancient	0	14	grey	53.55	91.03	sg.impute	Damgaard_Science_2018	3850	4409	4156	4282.5	direct	4.751470162	XY	A8a1	0.99719	2459-2206 calBCE (3850±38 BP, UBA-31593)	3.1.2.2.1.2	Asia_45000BP_200BP	3.1_Okunev_4500BP_4000BP
RISE662	RISE662	Okunev Ulus	Russia	NorthAsia	Siberia_BronzeAge_Okunevo	Ancient	0	14	grey	53.55	91.03	sg.impute	Damgaard_Science_2018	3718	4240	3899	4069.5	direct	0.617736944	XY	H6a	0.99304	2290-1949 calBCE (3718±59 BP, UBA-31592)	3.1.2.2.1.2	Asia_45000BP_200BP	3.1_Okunev_4500BP_4000BP
NEO921	NEO921	Vengerovo-2	Russia	NorthAsia	Siberia_BronzeAge	Ancient	0	14	grey40	55.71	76.78	sg.impute	thisStudy	4221	4153	3980	4067	direct	0.461748369	XX	R1b1	0.98995	NA	3.1.2.1.2.1.2	Asia_45000BP_200BP	3.1_SteppeC_8300BP_3300BP
NEO910	NEO910	Vengerovo-2	Russia	NorthAsia	Siberia_BronzeAge	Ancient	0	14	grey40	55.71	76.78	sg.impute	thisStudy	3877	3694	3566	3630	direct	0.106696269	XX	C4+152	0.98245	NA	3.1.2.1.2.1.2	Asia_45000BP_200BP	3.1_SteppeC_8300BP_3300BP
NEO76	NEO76	Ostrov 2	Russia	NorthAsia	Siberia_BronzeAge	Ancient	lowcov;lowGpAvg	14	grey40	56.93	66.47	sg.impute	thisStudy	4225	4151	3985	4068	direct	0.039917526	XX	U4a	0.96752	NA	NA	NA	NA
RISE505	RISE505	Kytmanovo	Russia	NorthAsia	Siberia_BronzeAge_Andronovo	Ancient	0	14	grey	53.46	85.45	sg.impute	Allentoft_Nature_2015	3391	3696	3576	3636	direct	7.384138999	XX	U4a1b	0.99764	1746-1626 calBCE (3391±27 BP, OxA-31216)	1.2.2.2.1.1.1	Eurasia_5000BP_200BP	1.2_Steppe_4000BP_2500BP
RISE503	RISE503	Kytmanovo	Russia	NorthAsia	Siberia_BronzeAge_Andronovo	Ancient	0	14	grey	53.46	85.45	sg.impute	Allentoft_Nature_2015	3328	3677	3461	3569	direct	0.705137241	XX	U2e2	0.99492	1727-1511 calBCE (3328±38 BP, OxA-31445)	1.2.2.2.1.1.9	Eurasia_5000BP_200BP	1.2_Steppe_4000BP_2500BP
RISE500	RISE500	Kytmanovo	Russia	NorthAsia	Siberia_BronzeAge_Andronovo	Ancient	0	14	grey	53.46	85.45	sg.impute	Allentoft_Nature_2015	NA	3650	3450	3550	context	1.419694436	XX	U4d1	0.99592	1700-1500 BCE	1.2.2.2.1.1.8	Eurasia_5000BP_200BP	1.2_Steppe_4000BP_2500BP
RISE512	RISE512	Kytmanovo	Russia	NorthAsia	Siberia_BronzeAge_Andronovo	Ancient	0	14	grey	53.46	85.45	sg.impute	Allentoft_Nature_2015	3119	3396	3248	3322	direct	0.246181018	XY	U2e1	0.98791	1446-1298 calBCE (3119±27 BP, OxA-31217)	3.1.2.1.1.1.8	Asia_45000BP_200BP	3.1_SteppeC_8300BP_3300BP
NEO81	NEO81	Borovjanka XVII	Russia	NorthAsia	Siberia_BronzeAge	Ancient	lowcov	14	grey40	55.73	74.29	sg.impute	thisStudy	3588	3375	3224	3300	direct	0.096153743	XY	C5c	0.98082	NA	NA	NA	NA
RISE493	RISE493	Sabinka 2	Russia	NorthAsia	Siberia_BronzeAge_Karasuk	Ancient	0	14	grey	53.15	91.05	sg.impute	Allentoft_Nature_2015	3214	3481	3377	3429	direct	6.453054081	XY	NA	0.99656	1531-1427 calBCE (3214±26 BP, OxA-31211)	3.1.1.1.4.4	Asia_45000BP_200BP	3.1_Steppe_3500BP_1300BP
RISE494	RISE494	Sabinka 2	Russia	NorthAsia	Siberia_BronzeAge_Karasuk	Ancient	0	14	grey	53.15	91.05	sg.impute	Allentoft_Nature_2015	3081	3366	3218	3292	direct	0.228342547	XY	I4a	0.98891	1416-1268 calBCE (3081±27 BP, OxA-31212)	1.2.2.2.2.2.1	Eurasia_5000BP_200BP	1.2_Steppe_4000BP_2500BP
RISE502	RISE502	Bystrovka	Russia	NorthAsia	Siberia_BronzeAge_Karasuk	Ancient	0	14	grey	51.91	88.57	sg.impute	Allentoft_Nature_2015	3140	3446	3256	3351	direct	1.14194207	XX	NA	0.99519	1496-1306 calBCE (3140±27 BP, OxA-31214)	3.1.1.1.4.2	Asia_45000BP_200BP	3.1_Steppe_3500BP_1300BP
RISE499	RISE499	Bystrovka	Russia	NorthAsia	Siberia_BronzeAge_Karasuk	Ancient	0	14	grey	51.91	88.57	sg.impute	Allentoft_Nature_2015	NA	3350	2850	3100	context	1.274220616	XX	NA	0.99395	1400-900 BCE	1.2.2.2.2.2.3	Eurasia_5000BP_200BP	1.2_Steppe_4000BP_2500BP
RISE496	RISE496	Arban 1	Russia	NorthAsia	Siberia_BronzeAge_Karasuk	Ancient	0	14	grey	52.95	90.19	sg.impute	Allentoft_Nature_2015	3070	3364	3211	3287.5	direct	2.392007906	XX	NA	0.99624	1414-1261 calBCE (3070±28 BP, OxA-31213)	1.2.2.2.2.2.1	Eurasia_5000BP_200BP	1.2_Steppe_4000BP_2500BP
